,Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,hispanic_population,zcta
261,1455,538,98542,37502,163,0,1406,2,0,0,01368
262,3713,1741,74680,40224,500,15,3350,56,0,194,01370
263,4921,2309,96546,62237,168,11,4789,1,0,269,01373
264,3658,1765,59185,37032,676,101,2878,551,0,184,01375
265,4868,2289,53671,35289,425,18,4395,6,0,282,01376
266,814,348,89643,45425,54,0,787,9,0,8,01378
267,779,366,66290,37726,121,50,662,18,0,36,01379
268,25,9,-666666666,40952,7,0,25,0,0,0,01380
269,41661,16700,65599,33350,5637,2980,28738,724,103,12721,01420
270,6457,2319,111801,47204,616,48,5975,54,14,250,01430
271,3187,1241,105750,51270,91,0,3089,15,0,83,01431
272,8118,3630,99375,54953,572,236,6291,131,8,1268,01432
273,1763,278,106875,31493,82,418,1066,212,16,227,01434
274,3694,1275,90225,33691,209,18,3582,0,0,134,01436
275,385,133,83953,34830,4,3,382,0,0,0,01438
276,21231,8939,57289,32916,2968,496,18204,678,44,1765,01440
277,11212,3700,186750,71901,501,50,9748,536,0,459,01450
278,5362,1766,199191,96736,233,0,4713,258,0,448,01451
279,4338,1553,114922,44194,324,121,3967,109,10,123,01452
280,43550,18404,75954,44024,3874,2835,33333,1288,45,6071,01453
281,10084,3557,151488,63565,691,62,8833,715,5,255,01460
282,11765,4604,106473,49198,842,225,10643,112,0,460,01462
283,11667,4339,124052,52295,729,289,10192,633,0,350,01463
284,7092,2470,114118,46749,125,526,6009,145,3,568,01464
285,4009,1658,106581,50289,182,0,3826,72,0,18,01468
286,7168,2797,100402,45757,494,283,6259,296,0,238,01469
287,8220,3248,95674,49162,278,0,8013,53,0,120,01473
288,1902,707,117109,45573,188,0,1721,0,0,138,01474
289,10180,3588,85379,37890,1023,129,8817,434,0,405,01475
290,16763,6672,101992,47783,612,78,15383,453,0,814,01501
291,3514,1432,123077,65786,176,36,3217,108,0,81,01503
292,9195,3874,95132,47530,445,286,8053,177,0,342,01504
293,4855,1864,133292,65580,390,15,4507,169,0,139,01505
294,3443,1445,71122,40803,245,13,3269,6,0,74,01506
295,13338,4833,113896,48602,498,82,12537,24,14,733,01507
296,15347,6732,89888,45012,922,254,13025,281,23,2410,01510
297,2120,871,77122,41738,131,21,1979,33,0,109,01515
298,9213,3160,138276,54495,281,17,8829,29,0,394,01516
299,3047,1316,102500,51032,280,34,2840,88,0,90,01518
300,7634,2637,144452,59435,417,43,6593,529,0,250,01519
301,16893,5978,141508,55466,726,445,14763,376,12,1071,01520
302,2585,1175,81250,47951,230,0,2451,21,31,155,01521
303,2890,1140,116894,47857,175,48,2731,29,22,29,01522
304,8395,2981,111506,47608,228,336,7454,61,13,719,01523
305,6077,2187,88933,38957,276,239,5517,52,0,212,01524
306,31,31,-666666666,-1,0,0,31,0,0,0,01525
307,13852,5209,109119,48890,677,180,11836,641,24,500,01527
308,3176,1275,95144,47400,250,25,2994,18,0,36,01529
309,984,402,99318,46049,128,23,939,2,0,8,01531
310,15647,5812,160801,78140,593,515,12229,1718,0,627,01532
311,5893,2338,123370,54058,166,129,5380,141,0,407,01534
312,4750,1871,80380,40445,393,74,4581,6,0,43,01535
313,7282,3028,103793,60191,593,202,5568,496,64,677,01536
314,1935,808,67750,39040,78,82,1796,0,0,1,01537
315,11420,4071,100757,42488,417,139,10492,102,0,572,01540
316,3497,1316,163750,73138,135,17,3333,0,0,84,01541
317,2815,1104,106719,45387,50,127,2499,0,0,93,01542
318,9102,3058,150685,51596,140,67,8598,284,0,302,01543
319,38734,14424,127088,61100,1502,1372,25504,9025,48,1885,01545
320,17669,7030,55182,31102,3119,874,12301,201,129,6363,01550
321,4734,1908,94464,51571,207,96,3508,592,0,295,01560
322,0,0,-666666666,-666666666,0,0,0,0,0,0,01561
323,11955,5084,76225,43291,718,116,11073,80,0,489,01562
324,8053,3461,131058,69244,197,69,7716,22,20,271,01564
325,6795,2641,122844,53858,126,92,6092,253,27,195,01566
326,7828,2659,147198,62288,138,426,6501,312,13,445,01568
327,14039,5336,124057,50712,452,220,12983,81,104,384,01569
328,17671,7311,70644,38236,2467,1056,13735,176,92,2985,01570
329,11885,4277,87306,35636,797,546,10385,428,0,523,01571
330,21360,7962,133145,67368,960,704,13276,5741,6,1387,01581
331,7476,2827,97736,50169,531,278,6581,85,2,461,01583
332,4841,2028,69767,39713,459,0,4711,0,54,124,01585
333,10468,4122,88487,44264,909,22,9487,35,0,1015,01588
334,9268,3272,138750,62601,389,83,8522,141,0,137,01590
335,25869,10105,86128,42999,3239,2942,18244,1392,14,3419,01602
336,20678,7885,58797,30374,3010,2086,11575,2877,139,5734,01603
337,40724,16811,68823,36543,5910,6382,25323,2808,142,8619,01604
338,30590,11683,51360,27829,7551,4284,17508,1290,116,10059,01605
339,22636,9018,82640,40904,2298,2426,15244,1475,0,3338,01606
340,8630,3677,63718,34993,1568,1699,5283,117,0,1748,01607
341,5080,2253,41319,27192,2161,495,2287,453,373,2335,01608
342,23256,8536,58246,37039,4040,2047,16003,1373,21,4536,01609
343,27033,9082,39570,20703,7548,3801,13891,2054,16,10472,01610
344,2188,766,113276,41451,138,43,1968,4,0,137,01611
345,5013,1611,130787,53207,60,131,4572,49,0,200,01612
346,32973,13157,124532,63477,1745,1539,23957,2971,30,2896,01701
347,38898,14683,76636,42926,5409,3044,19267,2429,39,9680,01702
348,737,241,-666666666,57165,2,0,329,265,0,13,01718
349,5462,2166,151207,73508,220,514,3798,958,0,76,01719
350,23081,8743,151339,74106,620,886,14705,5755,0,839,01720
351,18634,7653,124311,67369,770,856,13585,2598,64,1543,01721
352,14408,5670,143424,78705,655,343,10296,2782,8,623,01730
353,1784,460,71250,28925,0,44,941,267,0,570,01731
354,5653,1882,191208,76344,134,0,4828,353,28,223,01740
355,5209,1787,247656,104038,195,3,4396,548,0,61,01741
356,18311,6476,183657,92389,423,658,15071,876,34,1009,01742
357,554,213,162350,96342,0,0,410,138,0,20,01745
358,14902,5562,149614,71055,452,86,13005,810,0,639,01746
359,6021,2171,120750,54306,261,94,5675,22,0,209,01747
360,18748,6674,191439,98102,799,146,14251,3077,31,515,01748
361,19947,8055,103086,52350,1098,167,16660,961,145,1179,01749
362,41391,16524,94199,45736,3605,1418,26801,2138,100,7010,01752
363,10671,4416,112524,59516,875,49,9238,460,0,385,01754
364,6238,2054,135909,54204,427,27,5881,36,0,175,01756
365,30411,11528,93100,44375,2789,1196,22342,755,263,3538,01757
366,36274,15466,133623,74722,1647,592,28838,4978,52,1339,01760
367,4404,1511,242688,110862,106,9,3664,342,0,86,01770
368,9867,3386,188000,88238,336,51,7577,1553,0,391,01772
369,5216,2125,185288,123511,354,44,4658,247,0,226,01773
370,7111,2613,166833,72528,305,212,5950,400,0,119,01775
371,18926,6323,234427,97080,278,297,15570,1911,7,296,01776
372,14070,5021,207721,95309,554,120,11305,1799,0,717,01778
373,40992,16121,104780,54578,2665,2096,31205,3929,28,2486,01801
374,26004,9990,134189,62916,1347,559,20037,3793,15,730,01803
375,35612,13361,162694,81076,1155,816,26580,5348,37,3343,01810
376,30854,11489,138397,56493,1088,1531,25029,2770,0,1214,01821
377,26612,9910,137778,58722,1398,486,21871,2321,25,1318,01824
378,32309,12209,102335,44735,2160,1179,27190,1581,0,2567,01826
379,3359,1135,193583,67346,33,37,3038,117,0,161,01827
380,26885,10472,72195,38599,3791,1173,19091,320,42,7204,01830
381,25707,10060,78151,37628,2729,723,17523,563,32,6951,01832
382,8389,3142,148810,61202,255,100,7668,86,7,209,01833
383,6742,2613,131952,57155,214,0,6613,11,0,270,01834
384,14681,5444,102162,45664,514,682,11467,98,0,2158,01835
385,6977,3107,30696,21186,2241,241,1615,0,44,5957,01840
386,52738,16881,51574,22730,10373,2753,12149,690,143,45598,01841
387,28352,10342,72630,32564,4287,1541,9192,1162,68,20624,01843
388,52780,19032,93739,43560,4677,2910,32832,2205,114,15817,01844
389,31624,11311,131852,64324,2216,858,26158,2139,99,2727,01845
390,16806,5872,66069,26346,3118,2139,9638,2537,0,4472,01850
391,32323,11353,79330,35409,5101,2907,12037,13492,106,3997,01851
392,36546,14694,76272,36736,5097,3137,23206,5226,182,5619,01852
393,29062,10424,66645,31737,5016,2667,17419,4658,8,6305,01854
394,6717,2644,100321,45465,571,0,6292,43,0,111,01860
395,11126,4117,125159,47293,767,1016,8225,589,0,1025,01862
396,9570,3611,128682,52711,298,248,8001,853,11,257,01863
397,15529,5851,141442,74826,417,177,13710,676,0,243,01864
398,25443,9492,154505,66690,907,106,22185,1632,14,1127,01867
399,30817,11944,120891,54499,956,947,27553,1293,0,978,01876
400,12385,4045,140901,53317,572,227,10125,1183,0,875,01879
401,27026,10874,125707,65037,1119,281,24446,1099,14,721,01880
402,24524,8606,174424,67815,416,201,17505,5553,32,717,01886
403,23191,7925,151034,58224,572,407,20256,1197,21,419,01887
404,22809,8066,208531,100383,754,557,17075,3600,77,586,01890
405,1658,1076,20699,26273,711,395,747,9,46,699,01901
406,51931,18797,59445,28397,8125,7800,19874,2621,247,26147,01902
407,20078,7077,94809,41784,1638,1064,13754,1115,16,4981,01904
408,26986,8965,74792,31319,3579,4277,12995,2065,207,11393,01905
409,28566,10768,96064,46357,2472,949,23398,864,14,3015,01906
410,15208,6315,116161,72216,1002,462,13564,440,57,778,01907
411,3336,1626,105867,78467,151,63,3146,20,0,11,01908
412,17279,7588,91010,53398,1387,538,15369,171,15,466,01913
413,41611,16570,98474,55220,4106,1224,36416,1075,96,2726,01915
414,8234,2879,203750,94741,125,2,7642,93,0,184,01921
415,3827,1209,197583,67360,277,0,3602,32,0,103,01922
416,27734,11147,116636,55999,1070,675,25236,667,30,1155,01923
417,3648,1370,133026,64234,305,0,3581,0,0,34,01929
418,29830,13259,84465,50993,3212,368,27121,749,20,1232,01930
419,176,0,-666666666,15221,114,0,153,11,0,55,01937
420,13791,5610,123266,73078,906,137,12871,278,0,343,01938
421,13072,4752,157955,73591,813,287,10759,1071,0,593,01940
422,5386,2101,209052,95704,146,0,5073,39,0,23,01944
423,20373,8195,163561,90924,602,228,19437,204,111,705,01945
424,9668,3192,168245,65848,327,165,8612,232,19,552,01949
425,18356,7591,127306,73247,1059,103,17198,277,0,521,01950
426,2896,1292,163077,89959,122,0,2590,96,0,10,01951
427,9182,4050,97237,54846,507,103,8044,287,21,581,01952
428,54057,22568,91032,48337,3736,1696,45949,843,56,6328,01960
429,803,339,241003,101822,18,0,757,0,0,15,01965
430,6973,3282,95091,60497,348,45,6608,15,6,176,01966
431,6175,2376,135396,73270,53,0,5819,122,0,1,01969
432,44435,19827,79267,46948,5928,2614,34016,1367,95,8473,01970
433,7612,2652,139250,60200,364,54,7150,253,0,69,01982
434,6532,2217,162734,60089,327,116,5587,370,0,295,01983
435,4933,1325,181982,61511,140,118,4560,128,0,188,01984
436,4521,1624,181125,74521,157,0,3994,92,30,185,01985
437,17025,6270,116152,48122,867,141,14449,199,0,1218,02019
438,24293,9649,130134,71858,1216,2204,18327,2032,138,1066,02021
439,8330,3107,178013,108042,323,65,7795,50,32,162,02025
440,25150,10427,118877,65381,994,1498,21272,588,13,1916,02026
441,5886,1887,250001,141737,95,99,4640,770,0,158,02030
442,4847,1536,170174,58167,332,133,3537,544,0,384,02032
443,18476,7212,104350,61933,965,782,15203,1209,12,747,02035
444,32777,12131,138062,61841,1462,489,28921,1855,10,1357,02038
445,24143,9230,170326,97682,769,215,22691,579,17,550,02043
446,10116,4504,128022,69609,364,8,9641,156,0,62,02045
447,218,101,-666666666,86281,0,0,218,0,0,0,02047
448,23831,8880,125506,57468,1111,454,20558,1552,53,873,02048
449,25915,10304,118633,60532,2035,288,24730,182,27,678,02050
450,12844,4463,215099,97265,417,199,11394,536,0,636,02052
451,13164,4539,165614,70494,555,196,11128,721,11,493,02053
452,8565,3172,140816,61499,359,156,7671,222,0,101,02054
453,11527,3291,182716,61391,192,775,9838,224,2,538,02056
454,11281,3607,179777,69097,336,36,10306,410,0,364,02061
455,31343,13114,98653,59459,2337,2102,24035,2088,6,2457,02062
456,18718,7536,127255,80985,426,42,17072,378,0,205,02066
457,18473,6386,181545,79984,262,548,12850,3535,33,700,02067
458,1480,476,200496,67877,0,0,1334,0,0,37,02071
459,29051,10858,98145,47082,2011,5208,18527,1627,0,1172,02072
460,19990,7345,141599,66416,856,503,17943,641,67,930,02081
461,16149,5377,192887,79476,803,449,12724,1800,0,601,02090
462,12173,4436,151833,68046,448,248,11209,250,12,104,02093
463,4218,2002,170379,147172,530,176,3598,107,0,325,02108
464,3559,1993,162179,116274,243,42,2893,381,0,77,02109
465,2337,1312,126157,150082,346,129,2000,103,0,64,02110
466,8417,3746,72321,72723,2099,202,3347,3958,27,847,02111
467,6688,4042,106625,81049,739,238,5977,213,8,543,02113
468,13356,7719,121418,108226,1452,413,10145,1158,13,1314,02114
469,27838,9845,51454,38710,5682,2595,16024,5302,28,3954,02115
470,22286,11915,131648,128940,2976,1150,15072,3442,45,1748,02116
471,28392,14133,74155,76896,7200,4843,13979,4452,229,5124,02118
472,26821,11823,37158,29473,8218,13328,4972,721,148,8614,02119
473,14364,4584,51698,26689,4696,2892,5850,2525,137,3421,02120
474,29820,10513,42411,27161,7282,16227,3386,203,27,10031,02121
475,24705,9449,81025,42458,3615,7074,8681,3756,132,3666,02122
476,55336,19166,72189,36873,9653,27518,11458,3672,113,10999,02124
477,31903,13284,64983,41714,7492,9656,11150,3508,292,6918,02125
478,24994,8539,66689,33126,4661,18306,1838,289,9,4576,02126
479,36175,17406,145357,86557,3763,1679,28507,2527,32,3421,02127
480,45357,17308,84023,43502,6423,1437,21623,1844,284,24681,02128
481,19832,9187,146815,88676,1657,1394,14998,1602,2,1866,02129
482,41479,17922,114933,66470,5018,5282,26372,2640,219,8480,02130
483,31637,12371,101566,51257,3113,7669,17556,684,62,7136,02131
484,26488,10967,132457,66738,1067,1309,19931,2302,78,2454,02132
485,0,0,-666666666,-666666666,0,0,0,0,0,0,02133
486,17969,8058,80027,43674,3820,985,10829,4129,101,1722,02134
487,44480,20713,87603,51016,8349,2461,28348,7546,149,5275,02135
488,39498,13591,91579,39627,4305,20371,10499,803,88,9173,02136
489,38006,14480,118320,72024,3543,2278,24624,6634,99,3223,02138
490,39856,15995,117124,66716,4271,5647,21992,7561,36,3773,02139
491,21553,9949,137792,83541,2250,3339,12417,3977,10,1385,02140
492,14402,7069,103451,69254,2116,1258,9065,2796,12,1638,02141
493,4474,2140,150294,99113,384,288,2042,1801,22,283,02142
494,25329,12074,118440,69458,2174,862,18885,2590,46,1784,02143
495,25022,11203,133627,74129,2906,835,19589,2390,72,1823,02144
496,27692,11608,113469,56979,2832,1404,18482,2860,104,4967,02145
497,65463,25809,90295,43728,8826,8686,31501,17983,118,5928,02148
498,48685,17054,77796,33954,6980,6676,22397,4337,459,14170,02149
499,39875,13371,70968,30438,8354,2472,13536,1124,221,26892,02150
500,60592,21555,78882,36342,7363,2404,35548,3595,64,24177,02151
501,19031,8328,98901,57278,1554,747,15006,306,345,3464,02152
502,63873,25368,115048,56897,4425,4976,44322,7541,16,5341,02155
503,1994,453,67969,31908,334,200,1201,314,0,335,02163
504,60938,28034,86335,48811,7009,5005,35850,14740,95,3918,02169
505,19928,8101,97362,47707,1643,835,11155,7111,4,681,02170
506,19882,8778,101013,57032,2288,624,10888,7342,39,841,02171
507,29477,12037,126305,60957,1177,793,23647,2791,14,1505,02176
508,22992,9654,112935,60043,1077,357,19224,1707,8,1084,02180
509,38748,14407,120593,56554,1939,1296,27389,8036,4,1110,02184
510,28683,9182,170144,70991,1701,4584,20236,1714,51,1073,02186
511,15313,6722,100650,51075,878,892,12613,953,24,741,02188
512,15567,6433,87314,49054,1176,1835,11852,668,0,872,02189
513,18516,8079,95891,53116,1037,292,15558,1704,13,602,02190
514,7904,3462,106596,52021,467,122,6857,590,0,223,02191
515,1221,842,111786,120676,204,56,842,223,0,30,02199
516,0,0,-666666666,-666666666,0,0,0,0,0,0,02203
517,0,0,-666666666,-666666666,0,0,0,0,0,0,02205
518,5706,3730,179643,173974,193,110,4802,494,0,202,02210
519,24522,8329,64138,35778,4206,1709,14789,5091,62,2944,02215
520,69225,23345,70837,33981,9210,28048,21138,1389,65,9190,02301
521,35488,12144,80702,34568,4076,14155,12774,541,65,3692,02302
522,4730,1770,125000,45849,140,986,3270,158,19,125,02322
523,25819,9162,110625,50592,1015,1268,22036,771,47,803,02324
524,2712,32,22500,6996,58,333,2129,67,0,88,02325
525,11641,4695,69629,42535,865,7,10481,181,0,283,02330
526,16041,6063,148505,79230,770,118,15156,181,12,258,02332
527,14382,5085,122693,55451,559,267,13307,67,0,530,02333
528,7728,2966,110763,48626,214,0,7062,12,7,150,02338
529,14773,4843,163613,67346,725,84,13743,228,0,138,02339
530,10513,4030,117708,56737,241,57,9386,364,28,169,02341
531,11282,4587,96741,45810,832,1121,8465,377,0,784,02343
532,24268,9648,89290,46826,1783,224,22595,351,0,902,02346
533,11625,4123,119712,50294,548,206,10915,151,7,153,02347
534,106,49,82344,35300,9,0,97,0,0,0,02350
535,17003,6237,120535,48725,921,145,14704,497,0,476,02351
536,12201,4572,116875,61534,925,433,10359,275,20,661,02356
537,1319,0,-666666666,6936,0,73,1077,67,0,98,02357
538,18330,6718,140052,56347,592,49,17228,319,0,409,02359
539,61412,25217,107067,55998,3490,693,55588,708,44,1852,02360
540,13702,5483,111490,54614,432,75,13213,150,5,276,02364
541,216,0,-666666666,2695,0,38,108,0,17,74,02366
542,2923,1052,108958,52261,243,36,2852,0,0,20,02367
543,34747,12473,95207,42715,3210,14094,10577,4887,0,4059,02368
544,17721,6821,98295,46188,1273,549,15657,162,31,590,02370
545,11501,4499,117695,58906,477,616,9426,433,0,628,02375
546,7648,2802,120414,48429,474,115,7184,53,0,220,02379
547,15146,5701,101088,43874,968,339,13510,149,124,299,02382
548,16356,5589,221458,104854,488,354,9796,4816,0,639,02420
549,17865,6796,200294,100873,924,242,10289,6006,0,452,02421
550,22124,9374,132970,95258,1926,807,15505,3199,120,1685,02445
551,31517,14365,116644,82453,3816,868,21603,6025,17,1938,02446
552,18379,7928,117932,64930,1477,1156,11799,2775,89,2498,02451
553,15830,5507,106674,46780,1393,1693,10492,2074,12,1418,02452
554,30365,12636,111294,56937,2305,1750,20055,3512,240,5988,02453
555,1758,15,-666666666,5560,0,121,897,509,5,236,02457
556,12706,4941,133936,77543,555,433,9421,1502,0,338,02458
557,19182,6541,210785,102845,562,531,14676,2798,0,533,02459
558,9888,3946,149000,83599,330,475,7605,865,37,228,02460
559,7049,2676,191711,101097,408,78,5141,1280,146,319,02461
560,1438,525,136375,80303,102,28,1045,225,0,56,02462
561,3440,1324,126346,69093,157,74,2101,1030,0,60,02464
562,11823,4518,178333,101808,448,266,8619,1636,9,544,02465
563,8859,3023,144934,71672,686,250,6487,1649,8,400,02466
564,21709,6546,171250,84754,1030,675,15193,3692,7,1265,02467
565,5589,1962,250001,133847,49,42,4532,692,0,182,02468
566,35300,15999,117584,69431,2268,1384,26057,4169,51,2301,02472
567,28167,11823,134169,72141,1306,705,21510,3762,31,1554,02474
568,17739,7628,138959,84826,1166,587,13326,2343,14,807,02476
569,26964,10414,164720,88807,1040,440,19542,4881,14,1246,02478
570,17100,4834,250001,118907,528,393,13315,1966,57,738,02481
571,11004,4107,230625,117432,517,121,8422,1490,0,615,02482
572,21192,7202,207844,93450,637,342,18326,1721,20,544,02492
573,11759,3741,250001,118412,598,361,9007,1560,20,441,02493
574,10765,4110,203690,99169,222,409,8468,1334,11,477,02494
575,13092,5918,82782,47681,922,129,11581,475,45,333,02532
576,1460,465,163053,80633,144,17,1183,0,25,75,02534
577,2269,783,135750,82511,118,41,1977,54,140,126,02535
578,20909,8780,89132,53530,1480,287,18220,456,191,719,02536
579,6408,2385,126763,59651,466,226,5973,0,0,76,02537
580,4494,1638,103198,38841,223,0,3795,47,173,187,02538
581,5159,1505,79127,58111,291,198,4409,23,38,110,02539
582,8615,4086,85117,65192,1165,99,7630,220,138,220,02540
583,766,221,49250,21392,27,30,650,0,0,45,02542
584,801,448,83629,70298,22,0,766,0,0,0,02543
585,76,76,-666666666,-1,0,0,76,0,0,0,02553
586,13861,4576,136887,62630,592,1530,10387,257,0,2120,02554
587,2375,929,129787,65176,71,36,2277,43,0,2,02556
588,1924,867,92022,53427,250,208,1662,0,0,38,02557
589,1820,994,72586,45664,330,79,1285,0,0,63,02558
590,3205,1544,93116,58777,49,30,3108,46,0,46,02559
591,481,241,88060,57894,21,0,430,30,0,0,02561
592,3485,1319,114770,52927,120,0,3263,177,0,28,02562
593,10168,4079,118550,61765,410,15,9400,270,34,297,02563
594,180,59,-666666666,25319,95,32,143,2,0,0,02564
595,8547,2807,77078,56036,607,198,6642,204,0,474,02568
596,10530,4788,82591,44842,428,199,8734,109,0,126,02571
597,2606,913,124622,68302,95,0,2217,24,0,0,02575
598,4406,1857,59978,38229,490,105,3617,8,0,0,02576
599,24,24,-666666666,-1,0,0,24,0,0,0,02584
600,17178,6784,63432,35969,2023,2310,11070,165,30,2579,02601
601,1922,690,135735,75329,2,3,1766,8,0,94,02630
602,10176,4491,96133,61325,688,90,9660,31,0,281,02631
603,11929,4673,114936,54093,791,211,10320,101,10,288,02632
604,4667,2332,91974,77828,396,27,4239,162,16,58,02633
605,3007,1416,94844,67961,77,118,2807,39,0,12,02635
606,323,165,207878,94379,0,0,323,0,0,0,02637
607,3146,1429,105639,60022,169,27,2950,28,51,16,02638
608,3308,1671,57679,43642,422,146,2475,15,0,539,02639
609,319,154,-666666666,65911,0,0,319,0,0,0,02641
610,5724,2724,80167,54053,445,223,5112,120,10,10,02642
611,0,0,-666666666,-666666666,0,0,0,0,0,0,02643
612,3838,1513,119779,53946,168,0,3751,18,16,51,02644
613,10930,4718,84693,49284,472,102,10139,14,0,239,02645
614,1950,1059,70980,66725,196,23,1866,5,0,10,02646
615,159,66,-666666666,88374,0,0,159,0,0,0,02647
616,7774,3016,130177,52365,240,149,7264,84,33,191,02648
617,15144,6768,90465,53901,770,380,13266,251,343,179,02649
618,1024,450,61276,76496,68,4,972,0,0,0,02650
619,996,693,-666666666,93678,83,0,996,0,0,0,02652
620,6322,3004,89375,69222,651,13,6154,59,0,100,02653
621,3441,1544,95563,79000,175,276,2766,47,18,223,02655
622,3630,1996,91447,86915,464,27,2932,80,29,419,02657
623,916,507,72969,70035,50,14,902,0,0,43,02659
624,6604,2935,85963,48654,511,192,6178,9,0,138,02660
625,462,206,-666666666,108629,0,0,462,0,0,0,02663
626,9282,4181,76448,51311,763,139,7915,528,0,315,02664
627,631,338,89333,65130,41,0,630,0,0,1,02666
628,3890,1769,97438,54225,217,11,3331,36,0,53,02667
629,2465,970,108651,51622,32,0,2436,0,0,0,02668
630,1340,780,81250,74185,112,0,1312,0,0,0,02670
631,750,405,97865,89199,22,0,719,22,0,0,02671
632,28,28,-666666666,-1,0,0,28,0,0,0,02672
633,9246,3870,69167,39481,585,1150,6623,152,18,226,02673
634,7185,3208,104741,60551,445,11,6946,26,0,172,02675
635,4416,1635,121060,47418,252,3,4322,10,30,138,02702
636,46356,17993,91458,43138,4204,2079,39098,1580,11,3578,02703
637,32,18,73125,94350,3,0,32,0,0,0,02713
638,3620,1367,114899,51935,152,6,3347,0,0,64,02715
639,4783,1608,134948,51009,122,47,4623,84,8,47,02717
640,7213,2502,98848,39496,814,506,5991,77,26,62,02718
641,15899,6985,86676,54224,1109,55,15133,254,22,287,02719
642,30558,13830,60076,34596,4855,2115,24054,547,0,3083,02720
643,26807,11157,51958,29072,4965,1582,19171,1118,61,3372,02721
644,17164,7605,43579,28912,4199,937,12387,347,10,2224,02723
645,18445,8289,46120,27480,4117,1396,13230,478,80,2720,02724
646,2359,846,129235,88369,40,34,2222,0,0,0,02725
647,15907,6498,103508,46446,626,30,15075,202,0,337,02726
648,5305,2047,111351,72967,278,195,4401,112,0,190,02738
649,6511,2982,110179,68867,165,0,6057,29,54,47,02739
650,46623,19467,51599,28832,8603,3100,26894,926,475,10600,02740
651,10466,4070,88273,44616,680,30,9826,52,6,310,02743
652,12465,5173,52290,26470,1794,663,7576,89,25,3222,02744
653,25084,10251,70338,36181,2951,499,18655,257,8,3551,02745
654,16286,6731,39545,23693,5267,1269,7527,22,139,6218,02746
655,21383,7095,94831,41285,1061,782,18335,679,8,985,02747
656,11431,4834,105108,62823,614,83,10440,200,0,182,02748
657,29149,11925,104360,53164,1561,578,25212,1671,0,1070,02760
658,9814,4213,99720,56180,677,775,7978,364,0,902,02762
659,1601,688,106667,60892,54,0,1581,20,0,0,02763
660,4463,1544,119545,44700,101,0,4165,0,0,142,02764
661,19177,6588,112284,49613,1026,1033,16783,416,6,851,02766
662,15432,5749,110573,51693,1432,980,13000,399,0,447,02767
663,12614,4518,124306,50498,599,65,12178,48,0,336,02769
664,5564,2064,114313,53812,173,15,5434,1,0,24,02770
665,15475,5775,108479,46565,638,447,13944,54,0,553,02771
666,17158,6809,110975,47358,542,213,15918,220,48,621,02777
667,6768,2192,140000,50050,86,228,6123,8,13,4,02779
668,51915,21232,68948,35765,6657,3960,39449,1198,132,4520,02780
669,16431,6692,90691,49747,1167,7,15650,88,0,367,02790
670,371,242,99490,74828,0,0,371,0,0,0,02791
671,702,348,113056,44102,124,0,613,0,0,89,02802
672,2560,905,101211,44635,212,15,2395,0,0,52,02804
673,17121,6053,145028,75957,777,45,15448,737,17,775,02806
674,962,445,66652,38175,110,8,920,0,0,0,02807
675,2328,884,78214,34280,199,0,2328,0,0,0,02808
676,22420,8114,91382,46559,1468,297,20593,442,11,584,02809
677,1038,414,107188,45339,44,0,1009,0,0,0,02812
678,7998,3428,103182,61176,454,36,7545,69,48,198,02813
679,7444,2906,103605,44158,296,0,7204,38,5,58,02814
680,134,50,201500,70938,0,0,111,0,0,13,02815
681,33148,13560,94026,44632,2705,61,30620,487,21,1435,02816
682,6535,2337,119137,46003,133,47,5976,105,6,280,02817
683,19876,8398,120219,75721,1152,154,17366,1357,115,771,02818
684,6241,1958,103289,41675,618,157,5478,44,11,325,02822
685,17,9,-666666666,-1,0,0,17,0,0,0,02823
686,291,117,-666666666,36767,0,0,291,0,0,0,02824
687,5872,1854,107653,41720,175,14,5156,9,0,13,02825
688,396,199,73491,49758,0,0,367,0,0,0,02826
689,2286,795,96401,40488,42,17,2182,5,0,2,02827
690,7263,3124,92340,51748,204,50,6736,125,14,391,02828
691,82,21,-666666666,20443,0,0,82,0,0,0,02829
692,6766,2608,118790,47397,463,1,6393,220,0,102,02830
693,3840,1353,129122,55713,122,0,3769,38,0,60,02831
694,4887,1808,102643,45368,326,11,4433,94,0,187,02832
695,670,266,-666666666,28825,15,0,621,0,0,29,02833
696,5554,2499,131875,82009,242,3,5312,0,15,41,02835
697,87,50,25658,30098,0,0,87,0,0,0,02836
698,3622,1560,136389,99744,70,21,3582,19,0,66,02837
699,3468,1269,72278,34479,475,8,2790,91,1,16,02838
700,1598,648,95154,44501,20,0,1494,20,0,84,02839
701,23847,10640,81307,56173,2979,1753,18660,327,247,2299,02840
702,1240,5,-666666666,46421,0,140,920,94,3,114,02841
703,17009,6977,97555,52689,1225,1073,13560,428,17,1144,02842
704,23382,9851,103764,53539,1676,141,20724,815,28,842,02852
705,8031,3254,106250,50331,212,17,7677,117,0,228,02857
706,286,125,89960,48184,0,0,286,0,0,0,02858
707,7295,2330,114726,39041,665,9,6464,85,1,823,02859
708,47677,19520,54462,31569,7944,9551,21947,513,312,13980,02860
709,27527,11082,78977,36943,2267,3035,18219,410,137,5432,02861
710,22359,7358,43092,19552,5312,1793,7170,44,136,15447,02863
711,36142,14142,109746,49155,2034,910,31092,1202,7,2660,02864
